Seller Platform,Seller SKU,Manufacture,Manufacture Code,Product Title,Description,Packaging,Qty,Categories,Subcategories,Product Page link,Attachment URL,Image link,Attributes
Pure life dental,1061701, PureLife Dental,1061701,Azur Nitrile Powder-Free,"
        ,Features,
        ,Ultra-soft nitrile,Super stretchy with textued finger tips,Blue in color,Packaging contains at least 80% recycled material,    ",200/box,200/box,PureLife Collection,-1,https://www.purelifedental.com/product/purelife-collection/azur-nitrile-powder-free.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/1/0/1061703.jpg,-1
Pure life dental,1063701, PureLife Dental,1063701,Sublime Nitrile Powder-Free,"
        ,Features,
        ,Ultra-soft blue nitrile,Lightweight with textued finger tips,Violet-blue in color,Packaging contains recycled material,    ",300/box,300/box,PureLife Collection,-1,https://www.purelifedental.com/product/purelife-collection/sublime-nitrile-powder-free.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/1/0/1063704.jpg,-1
Pure life dental,1068101, PureLife Dental,1068101,PureOnyx Black Nitrile Powder-Free,"
        ,Features,
        ,Nitrile powder-free gloves,Textured fingertips,Black in color,Packaging contains recycled material,    ",100/box,100/box,PureLife Collection,-1,https://www.purelifedental.com/product/purelife-collection/pureonyx-black-nitrile-powder-free.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/1/0/1068101.png,-1
Pure life dental,1067101, PureLife Dental,1067101,PureBerry Nitrile Powder-Free,"
        ,Features,
        ,Nitrile powder-free gloves,Textured fingertips,Berry-blue in color,Packaging contains recycled material,    ",100/box,100/box,PureLife Collection,-1,https://www.purelifedental.com/product/purelife-collection/pureberry-nitrile-powder-free.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/1/0/1067102.jpg,-1
Pure life dental,1020101, PureLife Dental,1020101,PureSkin Latex Powder-Free,"
        ,Features,
        ,Fully-textured,Polymer-coated,Packaging contains at least 70% recycled material,    ",100/box,100/box,PureLife Collection,-1,https://www.purelifedental.com/product/purelife-collection/pureskin-latex-powder-free.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/1/0/1020101_1.jpg,-1
Pure life dental,1021701, PureLife Dental,1021701,PureBliss Latex Powder-Free,"
        ,Features,
        ,PureLife donates a portion of the proceeds from the sale of this glove to health and environmental causes,Fully-textured,Polymer-coated for an easy fit,Packaging contains at least 85% recycled material,    ",100/box,100/box,PureLife Collection,-1,https://www.purelifedental.com/product/purelife-collection/purebliss-latex-powder-free.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/1/0/1021701_1.jpg,-1
Pure life dental,1060101, PureLife Dental,1060101,Nova Nitrile Powder-Free,"
        ,Features,
        ,Super-stretchy nitrile,Textured fingertips,Violet-blue in color,Packaging contains at least 70% recycled material,    ",100/box,100/box,Gloves - Nitrile Powder-Free,-1,https://www.purelifedental.com/product/gloves/gloves-nitrile-powder-free/nova-nitrile-powder-free.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/1/0/1060103.jpg,-1
Pure life dental,1061701, PureLife Dental,1061701,Azur Nitrile Powder-Free,"
        ,Features,
        ,Ultra-soft nitrile,Super stretchy with textued finger tips,Blue in color,Packaging contains at least 80% recycled material,    ",200/box,200/box,Gloves - Nitrile Powder-Free,-1,https://www.purelifedental.com/product/gloves/gloves-nitrile-powder-free/azur-nitrile-powder-free.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/1/0/1061703.jpg,-1
Pure life dental,1063701, PureLife Dental,1063701,Sublime Nitrile Powder-Free,"
        ,Features,
        ,Ultra-soft blue nitrile,Lightweight with textued finger tips,Violet-blue in color,Packaging contains recycled material,    ",300/box,300/box,Gloves - Nitrile Powder-Free,-1,https://www.purelifedental.com/product/gloves/gloves-nitrile-powder-free/sublime-nitrile-powder-free.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/1/0/1063704.jpg,-1
Pure life dental,1068101, PureLife Dental,1068101,PureOnyx Black Nitrile Powder-Free,"
        ,Features,
        ,Nitrile powder-free gloves,Textured fingertips,Black in color,Packaging contains recycled material,    ",100/box,100/box,Gloves - Nitrile Powder-Free,-1,https://www.purelifedental.com/product/gloves/gloves-nitrile-powder-free/pureonyx-black-nitrile-powder-free.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/1/0/1068101.png,-1
Pure life dental,1067101, PureLife Dental,1067101,PureBerry Nitrile Powder-Free,"
        ,Features,
        ,Nitrile powder-free gloves,Textured fingertips,Berry-blue in color,Packaging contains recycled material,    ",100/box,100/box,Gloves - Nitrile Powder-Free,-1,https://www.purelifedental.com/product/gloves/gloves-nitrile-powder-free/pureberry-nitrile-powder-free.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/1/0/1067102.jpg,-1
Pure life dental,1021701, PureLife Dental,1021701,PureBliss Latex Powder-Free,"
        ,Features,
        ,PureLife donates a portion of the proceeds from the sale of this glove to health and environmental causes,Fully-textured,Polymer-coated for an easy fit,Packaging contains at least 85% recycled material,    ",100/box,100/box,Gloves - Latex Powder-Free,-1,https://www.purelifedental.com/product/gloves/gloves-latex-powder-free/purebliss-latex-powder-free.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/1/0/1021701_1.jpg,-1
Pure life dental,1820801, PureLife Dental,24-42683,PureLife Prophy Paste,"
        ,Features,
        ,Non-splatter formula that contains 1.23% APF with a unique blend of cleaning and polishing agents,Gluten-free,Color-coded tops and easy-to-read labels for convenient use,    ",200/box,200/box,PureLife Collection,-1,https://www.purelifedental.com/product/purelife-collection/purelife-prophy-paste.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/1/8/1820801.jpg,-1
Pure life dental,1080501, PureLife Dental,109,PureLife X-Ray Sleeves,"
        ,Features,
        ,Excellent quality,Clear plastic,Helps prevent cross-contamination,    ",250/box,250/box,PureLife Collection,-1,https://www.purelifedental.com/product/purelife-collection/purelife-x-ray-sleeves.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/1/0/1080501.jpg,-1
Pure life dental,1080201, PureLife Dental,101,PureLife Tray Sleeves,"
        ,Features,
        ,Excellent quality,Clear plastic,Helps prevent cross-contamination,    ",500/box,500/box,PureLife Collection,-1,https://www.purelifedental.com/product/purelife-collection/purelife-tray-sleeves.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/1/0/1080201.jpg,-1
Pure life dental,1080701, PureLife Dental,106,PureLife T-Handle Sleeves,"
        ,Features,
        ,Excellent quality,Clear plastic,Helps prevent cross-contamination,    ",500/box,500/box,PureLife Collection,-1,https://www.purelifedental.com/product/purelife-collection/purelife-t-handle-sleeves.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/1/0/1080701.jpg,-1
Pure life dental,1080101, PureLife Dental,100,PureLife Syringe Sleeves,"
        ,Features,
        ,Clear plastic with corner opening for easy setup,Helps prevent cross-contamination,    ",500/box,500/box,PureLife Collection,-1,https://www.purelifedental.com/product/purelife-collection/purelife-syringe-sleeves.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/1/0/1080101.jpg,-1
Pure life dental,1080601, PureLife Dental,103HP,PureLife Handpiece Sleeves,"
        ,Features,
        ,Excellent quality,Clear plastic,Helps prevent cross-contamination,    ",500/box,500/box,PureLife Collection,-1,https://www.purelifedental.com/product/purelife-collection/purelife-handpiece-sleeves.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/p/u/purelife-handpiece-sleeves.jpg,-1
Pure life dental,1081601, PureLife Dental,100L,PureLife Digital Sensor Sleeves,"
        ,Features,
        ,Excellent quality,Clear plastic,Helps prevent cross-contamination,    ",500/box,500/box,PureLife Collection,-1,https://www.purelifedental.com/product/purelife-collection/purelife-digital-sensor-sleeves-1.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/1/0/1081601.jpg,-1
Pure life dental,1081501, PureLife Dental,P4550,PureLife Curing Light Handle Sleeves,"
        ,Features,
        ,Excellent quality,Clear plastic,Helps prevent cross-contamination,    ",400/box,400/box,PureLife Collection,-1,https://www.purelifedental.com/product/purelife-collection/purelife-curing-light-handle-sleeves-1.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/1/0/1081501.jpg,-1
Pure life dental,1080301, PureLife Dental,112,PureLife Chair Sleeves,"
        ,Features,
        ,Excellent quality,Clear plastic,Helps prevent cross-contamination,    ",225/box,225/box,PureLife Collection,-1,https://www.purelifedental.com/product/purelife-collection/purelife-chair-sleeves.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/1/0/1080301.jpg,-1
Pure life dental,1231601, PureLife Dental,PL-BE64,PureLife Bio-Enzymatic Ultrasonic Tablets,"
        ,Features,
        ,Advanced microbial/dual enzyme cleaning tablets designed for use as an instrument pre-soak, ultrasonic cleaning solution or evacuation system cleaner,Concentrated formula contains anti-corrosive and anti-hard water mineralization agents to degrade all complex organic matter and prevent buildup,Non-foaming, non-chlorinated and neutral pH,Biodegradable,Fresh mint scent,    ",64/box,64/box,PureLife Collection,-1,https://www.purelifedental.com/product/purelife-collection/purelife-bio-enzymatic-ultrasonic-tablets.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/1/2/1231601.jpg,-1
Pure life dental,1231501, PureLife Dental,PL-DE64,PureLife Enzymatic Ultrasonic Tablets,"
        ,Features,
        ,Dual-enzyme cleaning tablets designed for use as an instrument pre-soak, ultrasonic cleaning solution or evacuation system cleaner,Concentrated formula effectively removes blood, tissue and other proteins from instruments,Non-corrosive, non-foaming and non-chlorinated,Biodegradable and neutral pH,Fresh mint scent,    ",64/box,64/box,PureLife Collection,-1,https://www.purelifedental.com/product/purelife-collection/purelife-enzymatic-ultrasonic-tablets.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/1/2/1231501.jpg,-1
Pure life dental,1190101, PureLife Dental,78015,PureLife Sterilization Pouches,"
        ,Features,
        ,Built-in color-changing internal and external process indicators,Thumb notch for easy opening,Printed with environmentally-friendly lead-free ink,    ",200/box,200/box,PureLife Collection,-1,https://www.purelifedental.com/product/purelife-collection/purelife-sterilization-pouches.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/p/u/purelife-sterilization-pouches-multi-sizes.jpg,-1
Pure life dental,1154801, PureLife Dental,PL - 1730,PureLife N95 Respirator,"
        ,Features,
        ,Niosh approved N95 respirator,Headband-style, surgical respirator,Electrostatically-charged filter media provides low breathing resistance,Latex-free, staple-free head straps for comfort and safety,Soft foam nose cushion,    ",20/box,20/box,PureLife Collection,-1,https://www.purelifedental.com/product/purelife-collection/purelife-n95-respirator.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/1/1/1154801_1.jpg,-1
Pure life dental,1154901, PureLife Dental,PLL3MB,PureLife ASTM Level 3 Earloop Face Masks,"
        ,Features,
        ,ASTM Level 3: BFE >= 98%,Fluid-resistant,Latex-free ear loops,Metal nose piece,Packaging made from recycled material,    ",50/box,50/box,PureLife Collection,-1,https://www.purelifedental.com/product/purelife-collection/purelife-astm-level-3-earloop-face-masks.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/1/1/1154901_1.jpg,-1
Pure life dental,1150101, PureLife Dental,2115,PureLife ASTM Level 1 Earloop Face Masks,"
        ,Features,
        ,ASTM Level 1: BFE >= 95%,Inner and outer fluid-resistant layers,Latex-free ear loops,Metal nose piece,    ",50/box,50/box,PureLife Collection,-1,https://www.purelifedental.com/product/purelife-collection/purelife-astm-level-1-earloop-face-masks.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/1/1/1150101.jpg,-1
Pure life dental,1170101, PureLife Dental,411,PureLife Disposable Impression Trays,"
        ,Features,
        ,Rigid,Perforated,Thumb notch,    ",12/bag,12/bag,PureLife Collection,-1,https://www.purelifedental.com/product/purelife-collection/purelife-disposable-impression-trays.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/1/1/1170101.png,-1
Pure life dental,1590701, PureLife Dental,10129,PureLife VPS Impression Material,"
        ,Features,
        ,Formulated with the highest quality polymers and fillers,Wash materials are super-hydrophilic for a high-gloss surface and high-tear strength,Set times: 2:25 for Fast Set and 4:30 for Regular Set,    ",2 x 50ml cartridges + 6 tips,2 x 50ml cartridges + 6 tips,PureLife Collection,-1,https://www.purelifedental.com/product/purelife-collection/purelife-vps-impression-material.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/1/5/1590701.jpg,-1
Pure life dental,1430601, PureLife Dental,10128,PureLife Bite Registration,"
        ,Features,
        ,Same sturdy properties as Blu-Mousse®,Easy to carve without breakage,30-second working time and 60-second set time,    ",2 x 50ml cartridges + 6 tips,2 x 50ml cartridges + 6 tips,PureLife Collection,-1,https://www.purelifedental.com/product/purelife-collection/purelife-bite-registration.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/1/4/1430601.jpg,-1
Pure life dental,1140103, PureLife Dental,008,PureLife Surgical Aspirator Tips,"
        ,Features,
        ,Autoclavable up to 135°C,Smooth tips,    ",25/bag,25/bag,PureLife Collection,-1,https://www.purelifedental.com/product/purelife-collection/purelife-surgical-aspirator-tips.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/1/1/1140103.jpg,-1
Pure life dental,1210401, PureLife Dental,240,PureLife Luer-Lock Syringes,"
        ,Features,
        ,Disposable, non-sterile,Compatible with all Luer style needles and hubs,    ",100/box,100/box,PureLife Collection,-1,https://www.purelifedental.com/product/purelife-collection/purelife-luer-lock-syringes.html,-1,https://www.purelifedental.com/media/catalog/product/cache/2364debf0041c9e94dd828fb80d6a3c2/1/2/1210401.jpg,-1
